id,latitude,longitude,corridor,corridor_final,corridor_confidence,corridor_agreement,corridor_source
FKID003214,13.0256219,77.54371,Tumkur Road,Tumkur Road,1.0,1,original
FKID003215,13.0264,77.544019,Tumkur Road,Tumkur Road,1.0,1,original
FKID003216,12.9835657,77.5294055,Magadi Road,Magadi Road,1.0,1,original
FKID003217,12.9170038,77.5843604,Non-corridor,ORR West 1,0.9199999999999999,1,predicted
FKID003218,12.9170139,77.6735186,Non-corridor,ORR East 1,0.9966666666666666,1,predicted
FKID003219,13.1956883,77.652603,Non-corridor,Bellary Road 2,0.8383333333333334,1,predicted
FKID003220,12.9724399,77.6990573,ORR East 2,ORR East 2,1.0,1,original
FKID003221,13.184156,77.5666322,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID003222,12.9589527,77.5744505,Non-corridor,Mysore Road,0.9933333333333334,1,predicted
FKID003223,13.0259938,77.544893,Tumkur Road,Tumkur Road,1.0,1,original
FKID003224,12.9984408,77.5843353,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003225,13.0152847,77.5725265,Non-corridor,Tumkur Road,0.8416666666666667,1,predicted
FKID003226,12.9726308,77.5947472,Mysore Road,Mysore Road,1.0,1,original
FKID003227,12.9361195,77.6066642,Non-corridor,Non-corridor,0.7368230793697226,1,unresolved
FKID003228,13.0588741,77.4668402,Non-corridor,Non-corridor,0.7533333333333334,1,unresolved
FKID003229,12.9065972,77.5734253,ORR West 1,ORR West 1,1.0,1,original
FKID003230,12.9165065,77.5721511,Non-corridor,ORR West 1,0.9883333333333333,1,predicted
FKID003231,12.9404818,77.7472237,Non-corridor,Non-corridor,0.755,0,unresolved
FKID003232,13.0321341,77.5347102,Tumkur Road,Tumkur Road,1.0,1,original
FKID003233,13.097771,77.5989832,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID003234,12.9675599,77.5744837,Mysore Road,Mysore Road,1.0,1,original
FKID003235,13.0197186,77.618829,Non-corridor,Airport New South Road,0.9466666666666667,1,predicted
FKID003236,12.93919495,77.69506138,ORR East 1,ORR East 1,1.0,1,original
FKID003237,12.9821964,77.6459164,Non-corridor,Old Madras Road,0.9099999999999999,1,predicted
FKID003238,13.0197506,77.65293,ORR North 1,ORR North 1,1.0,1,original
FKID003239,13.0011321,77.627174,Non-corridor,Airport New South Road,0.9073814302171737,1,predicted
FKID003240,13.0567941,77.5469099,Non-corridor,ORR North 2,0.9383333333333334,1,predicted
FKID003241,13.004089,77.6194467,Airport New South Road,Airport New South Road,1.0,1,original
FKID003242,12.9160679,77.6329851,ORR East 1,ORR East 1,1.0,1,original
FKID003243,12.9719162,77.606886,Mysore Road,Mysore Road,1.0,1,original
FKID003244,12.9612667,77.6316867,Non-corridor,Non-corridor,0.7471485054207727,1,unresolved
FKID003245,12.9959381,77.5848106,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003246,13.014328,77.5540398,West of Chord Road,West of Chord Road,1.0,1,original
FKID003247,12.9951469,77.6660306,ORR North 1,ORR North 1,1.0,1,original
FKID003248,12.9600223,77.6477107,Old Airport Road,Old Airport Road,1.0,1,original
FKID003249,12.9811828,77.5701397,Non-corridor,Non-corridor,0.7266666666666667,1,unresolved
FKID003250,12.9767989,77.5992675,Old Madras Road,Old Madras Road,1.0,1,original
FKID003251,12.9612667,77.63171,Non-corridor,Non-corridor,0.7471796546662293,1,unresolved
FKID003252,12.9634616,77.5675385,Mysore Road,Mysore Road,1.0,1,original
FKID003253,12.9719161,77.606934,Mysore Road,Mysore Road,1.0,1,original
FKID003254,12.9379441,77.6374948,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID003255,12.9436955,77.5801278,Non-corridor,Non-corridor,0.608079146253536,1,unresolved
FKID003256,12.9784906,77.6455742,Non-corridor,Non-corridor,0.6357991482170683,1,unresolved
FKID003257,12.9950833,77.5508717,West of Chord Road,West of Chord Road,1.0,1,original
FKID003258,12.9752166,77.6145596,Old Madras Road,Old Madras Road,1.0,1,original
FKID003259,12.9873868,77.4925369,Magadi Road,Magadi Road,1.0,1,original
FKID003260,12.9900932,77.5037765,Magadi Road,Magadi Road,1.0,1,original
FKID003261,12.9671343,77.6078962,Mysore Road,Mysore Road,1.0,1,original
FKID003262,12.999828,77.6868586,Non-corridor,ORR East 2,0.9866666666666667,1,predicted
FKID003263,12.9768137,77.6966098,ORR East 2,ORR East 2,1.0,1,original
FKID003264,12.9541386,77.5853718,Non-corridor,Mysore Road,0.8688647497942836,1,predicted
FKID003265,12.9465649,77.5974362,Non-corridor,Non-corridor,0.6741243749420631,0,unresolved
FKID003266,12.9784884,77.6440505,Non-corridor,Non-corridor,0.684630113063777,1,unresolved
FKID003267,12.9998653,77.550901,West of Chord Road,West of Chord Road,1.0,1,original
FKID003268,12.9783018,77.6429548,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID003269,12.9642667,77.5803218,Mysore Road,Mysore Road,1.0,1,original
FKID003270,12.9561953,77.5921601,Non-corridor,Mysore Road,0.85,1,predicted
FKID003271,12.96147,77.5842333,Mysore Road,Mysore Road,1.0,1,original
FKID003272,12.968377,77.5747477,Non-corridor,Mysore Road,0.9966666666666666,1,predicted
FKID003273,12.955158,77.591999,Non-corridor,Mysore Road,0.8200000000000001,1,predicted
FKID003274,12.955158,77.591999,Non-corridor,Mysore Road,0.8200000000000001,1,predicted
FKID003275,12.9998926,77.5507653,West of Chord Road,West of Chord Road,1.0,1,original
FKID003276,13.0139567,77.5440267,Non-corridor,Non-corridor,0.7516666666666667,0,unresolved
FKID003277,13.008135,77.548005,West of Chord Road,West of Chord Road,1.0,1,original
FKID003278,12.9622836,77.5937712,Non-corridor,Mysore Road,0.9866666666666667,1,predicted
FKID003279,12.9683049,77.5948477,Mysore Road,Mysore Road,1.0,1,original
FKID003280,12.9894118,77.5063793,Magadi Road,Magadi Road,1.0,1,original
FKID003281,12.9410827,77.5799627,Non-corridor,Non-corridor,0.5075814602549009,1,unresolved
FKID003282,13.0120457,77.5689132,Non-corridor,Non-corridor,0.6883333333333334,0,unresolved
FKID003283,13.0437367,77.5572033,ORR North 2,ORR North 2,1.0,1,original
FKID003284,12.9622836,77.5937712,Non-corridor,Mysore Road,0.9866666666666667,1,predicted
FKID003285,13.0208962,77.7111378,Non-corridor,ORR East 2,0.8216666666666667,1,predicted
FKID003286,12.9585228,77.5552284,Mysore Road,Mysore Road,1.0,1,original
FKID003287,13.0448501,77.5817382,ORR North 2,ORR North 2,1.0,1,original
FKID003288,12.9945937,77.5851751,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003289,12.9170634,77.6334718,ORR East 1,ORR East 1,1.0,1,original
FKID003290,13.0101155,77.6976101,Non-corridor,ORR East 2,0.9266666666666667,1,predicted
FKID003291,13.0393225,77.5183451,Tumkur Road,Tumkur Road,1.0,1,original
FKID003292,12.8928009,77.4796977,Non-corridor,Mysore Road,0.9716666666666667,1,predicted
FKID003293,13.1153322,77.6068718,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID003294,12.997221,77.7584725,Non-corridor,Non-corridor,0.8833333333333333,0,unresolved
FKID003295,12.9956041,77.682423,ORR East 2,ORR East 2,1.0,1,original
FKID003296,12.9758957,77.5868589,Non-corridor,Non-corridor,0.695330006743438,0,unresolved
FKID003297,13.0008179,77.6813076,ORR East 2,ORR East 2,1.0,1,original
FKID003298,12.9819883,77.59458,CBD 2,CBD 2,1.0,1,original
FKID003299,12.9287633,77.6004135,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID003300,12.9288683,77.6003948,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID003301,12.9563631,77.5773428,Non-corridor,Mysore Road,0.9966666666666666,1,predicted
FKID003302,12.96923191,77.70098502,ORR East 2,ORR East 2,1.0,1,original
FKID003303,12.96877944,77.70122799,ORR East 2,ORR East 2,1.0,1,original
FKID003304,12.9612896,77.5866306,Mysore Road,Mysore Road,1.0,1,original
FKID003305,12.9845977,77.5879019,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003306,12.9793531,77.5854569,Non-corridor,Bellary Road 1,0.8683333333333334,1,predicted
FKID003307,12.9834552,77.5925324,CBD 2,CBD 2,1.0,1,original
FKID003308,12.9022996,77.4696539,Mysore Road,Mysore Road,1.0,1,original
FKID003309,12.9768015,77.5865121,Non-corridor,Non-corridor,0.580326632742818,0,unresolved
FKID003310,13.0179142,77.5594838,Tumkur Road,Tumkur Road,1.0,1,original
FKID003311,12.9678065,77.6529808,Non-corridor,Non-corridor,0.77,0,unresolved
FKID003312,12.969466,77.7010444,ORR East 2,ORR East 2,1.0,1,original
FKID003313,12.9810734,77.5706117,Non-corridor,Non-corridor,0.7333333333333334,1,unresolved
FKID003314,12.925345,77.549874,ORR West 1,ORR West 1,1.0,1,original
FKID003315,12.9811,77.5706683,Non-corridor,Non-corridor,0.7333333333333334,1,unresolved
FKID003316,12.9292202,77.6152975,Hosur Road,Hosur Road,1.0,1,original
FKID003317,12.9669358,77.6077179,Mysore Road,Mysore Road,1.0,1,original
FKID003318,12.9664907,77.5870892,Mysore Road,Mysore Road,1.0,1,original
FKID003319,12.9375003,77.6334068,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID003320,12.9046134,77.6016556,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID003321,12.9046209,77.601658,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID003322,12.9046184,77.6016364,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID003323,12.9463182,77.6025017,Non-corridor,Non-corridor,0.7176218431581745,0,unresolved
FKID003324,12.9046215,77.6015927,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID003325,12.9869407,77.5888485,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003326,13.0205131,77.552269,Tumkur Road,Tumkur Road,1.0,1,original
FKID003327,12.9903382,77.5043503,Magadi Road,Magadi Road,1.0,1,original
FKID003328,13.0015752,77.6121596,Non-corridor,Airport New South Road,0.8405619217625296,1,predicted
FKID003329,12.9762223,77.5875813,Non-corridor,Non-corridor,0.5711432017711326,0,unresolved
FKID003330,12.9761578,77.5875826,Non-corridor,Non-corridor,0.5732868528845461,0,unresolved
FKID003331,12.9169952,77.5732994,Non-corridor,ORR West 1,1.0,1,predicted
FKID003332,12.9795656,77.5853052,Non-corridor,Bellary Road 1,0.8816666666666666,1,predicted
FKID003333,13.0295471,77.5383856,Tumkur Road,Tumkur Road,1.0,1,original
FKID003334,12.9761797,77.5875999,Non-corridor,Non-corridor,0.5740522899819072,0,unresolved
FKID003335,13.0996385,77.588561,Non-corridor,Non-corridor,0.7371284396465805,1,unresolved
FKID003337,12.9760844,77.5872657,Non-corridor,Non-corridor,0.6293398193762823,0,unresolved
FKID003338,12.9807883,77.5723617,Non-corridor,Non-corridor,0.74,1,unresolved
FKID003339,12.9978826,77.7171721,Non-corridor,ORR East 2,0.885,1,predicted
FKID003340,13.0599492,77.4636953,Non-corridor,Non-corridor,0.75,1,unresolved
FKID003341,13.0010026,77.6122223,Non-corridor,Airport New South Road,0.8202383245675979,1,predicted
FKID003342,12.9860425,77.5895725,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003343,12.9380883,77.5986283,Bannerghata Road,Bannerghata Road,1.0,1,original
FKID003344,12.9240195,77.5534081,ORR West 1,ORR West 1,1.0,1,original
FKID003345,12.99734494,77.67058314,ORR North 1,ORR North 1,1.0,1,original
FKID003346,12.9714742,77.6193579,Old Madras Road,Old Madras Road,1.0,1,original
FKID003347,12.9162721,77.6329233,ORR East 1,ORR East 1,1.0,1,original
FKID003348,13.0075443,77.6900617,Non-corridor,ORR East 2,0.9199999999999999,1,predicted
FKID003349,12.9725245,77.5378415,West of Chord Road,West of Chord Road,1.0,1,original
FKID003350,12.9437916,77.6980733,ORR East 1,ORR East 1,1.0,1,original
FKID003351,12.9640051,77.5832514,Mysore Road,Mysore Road,1.0,1,original
FKID003352,12.915995,77.623325,ORR East 1,ORR East 1,1.0,1,original
FKID003353,13.0470085,77.5012586,Non-corridor,Tumkur Road,0.9316666666666666,1,predicted
FKID003354,12.9782283,77.6387918,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID003355,12.943119,77.6219511,Non-corridor,IRR(Thanisandra road),0.8765147261882444,1,predicted
FKID003356,13.0041938,77.6837865,Non-corridor,ORR East 2,0.925,1,predicted
FKID003357,13.0141707,77.5698224,Non-corridor,Tumkur Road,0.865,1,predicted
FKID003358,12.97276155,77.69877413,ORR East 2,ORR East 2,1.0,1,original
FKID003359,13.0324699,77.5340097,Tumkur Road,Tumkur Road,1.0,1,original
FKID003360,13.1732467,77.6337783,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID003361,12.9270796,77.6791784,ORR East 1,ORR East 1,1.0,1,original
FKID003362,12.9255812,77.6174261,Hosur Road,Hosur Road,1.0,1,original
FKID003363,12.9574414,77.503195,Non-corridor,Non-corridor,0.6200846442394575,1,unresolved
FKID003364,12.9757515,77.5621464,Magadi Road,Magadi Road,1.0,1,original
FKID003365,13.0269771,77.6204275,Non-corridor,Non-corridor,0.6517458897635052,0,unresolved
FKID003366,12.9841489,77.6490274,Old Madras Road,Old Madras Road,1.0,1,original
FKID003367,13.0365821,77.5893887,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003368,12.9801396,77.6139775,Non-corridor,Non-corridor,0.6051550879783589,1,unresolved
FKID003369,13.0244817,77.5854183,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003370,12.9460287,77.7468175,Non-corridor,Non-corridor,0.7516666666666667,0,unresolved
FKID003371,12.9666687,77.6090795,Mysore Road,Mysore Road,1.0,1,original
FKID003372,12.984543,77.5880835,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003373,12.9780253,77.609706,CBD 1,CBD 1,1.0,1,original
FKID003374,12.8969056,77.635054,Hosur Road,Hosur Road,1.0,1,original
FKID003375,12.9235174,77.618812,Hosur Road,Hosur Road,1.0,1,original
FKID003376,13.0323967,77.5339844,Tumkur Road,Tumkur Road,1.0,1,original
FKID003377,12.9565483,77.5486683,Mysore Road,Mysore Road,1.0,1,original
FKID003378,12.92182185,77.62106024,Hosur Road,Hosur Road,1.0,1,original
FKID003379,12.9719637,77.5943012,Mysore Road,Mysore Road,1.0,1,original
FKID003380,13.043197,77.5905836,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003381,12.9183936,77.5858257,Non-corridor,ORR West 1,0.8609945657334652,1,predicted
FKID003382,12.956958,77.5502136,Mysore Road,Mysore Road,1.0,1,original
FKID003383,13.0449773,77.5816126,ORR North 2,ORR North 2,1.0,1,original
FKID003384,13.0145576,77.569369,Non-corridor,Non-corridor,0.79,1,unresolved
FKID003385,12.9565483,77.5486683,Mysore Road,Mysore Road,1.0,1,original
FKID003386,12.8387727,77.6779223,Non-corridor,Non-corridor,0.81795366936607,0,unresolved
FKID003387,12.9292336,77.564136,Non-corridor,ORR West 1,0.995,1,predicted
FKID003388,13.0288242,77.5401601,Tumkur Road,Tumkur Road,1.0,1,original
FKID003389,12.9861653,77.6472131,Old Madras Road,Old Madras Road,1.0,1,original
FKID003390,12.986573,77.6487801,Old Madras Road,Old Madras Road,1.0,1,original
FKID003391,13.0390583,77.5627367,Non-corridor,ORR North 2,0.9633333333333334,1,predicted
FKID003393,13.0267071,77.6369933,ORR North 1,ORR North 1,1.0,1,original
FKID003394,12.9517469,77.5902794,Non-corridor,Non-corridor,0.7901271844939536,1,unresolved
FKID003395,12.9531369,77.5417503,Mysore Road,Mysore Road,1.0,1,original
FKID003396,12.9054626,77.5850476,ORR West 1,ORR West 1,1.0,1,original
FKID003397,13.011398,77.5690047,Non-corridor,Non-corridor,0.7233333333333334,0,unresolved
FKID003398,13.019417,77.6546268,ORR North 1,ORR North 1,1.0,1,original
FKID003399,12.8567363,77.5315865,Non-corridor,Non-corridor,0.6210647762102934,0,unresolved
FKID003400,12.981876,77.595366,CBD 2,CBD 2,1.0,1,original
FKID003401,12.9414237,77.5975231,Non-corridor,Non-corridor,0.7069540666495719,1,unresolved
FKID003402,13.0002572,77.6109204,Non-corridor,Non-corridor,0.686835863080306,1,unresolved
FKID003403,12.86080015,77.52048769,Non-corridor,Non-corridor,0.6249054681893016,1,unresolved
FKID003404,12.9695964,77.7007931,ORR East 2,ORR East 2,1.0,1,original
FKID003405,13.000017,77.5516663,West of Chord Road,West of Chord Road,1.0,1,original
FKID003406,12.9365315,77.5172194,Mysore Road,Mysore Road,1.0,1,original
FKID003407,13.0469223,77.5016061,Non-corridor,Tumkur Road,0.9316666666666666,1,predicted
FKID003408,12.87405197,77.49924774,Non-corridor,Mysore Road,0.8108619788868975,1,predicted
FKID003409,13.0138946,77.5839484,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003410,12.9633163,77.5824488,Mysore Road,Mysore Road,1.0,1,original
FKID003411,12.9800447,77.5717929,Non-corridor,Magadi Road,0.8200000000000001,1,predicted
FKID003412,12.98109,77.5703733,Non-corridor,Non-corridor,0.7333333333333334,1,unresolved
FKID003413,12.9518207,77.5904196,Non-corridor,Non-corridor,0.7949261892037451,1,unresolved
FKID003414,13.01853031,77.557799,Tumkur Road,Tumkur Road,1.0,1,original
FKID003415,12.9623667,77.627955,Non-corridor,Non-corridor,0.5513964925805411,1,unresolved
FKID003416,12.9459064,77.5955084,Non-corridor,Non-corridor,0.5098016225007336,0,unresolved
FKID003417,12.92431164,77.62875366,Non-corridor,Non-corridor,0.5145961773814405,0,unresolved
FKID003418,12.9431255,77.5972099,Non-corridor,Non-corridor,0.5881809871953453,0,unresolved
FKID003419,13.07104,77.5924854,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID003420,13.027811,77.5422247,Tumkur Road,Tumkur Road,1.0,1,original
FKID003421,13.0119058,77.5691935,Non-corridor,Non-corridor,0.6950000000000001,0,unresolved
FKID003422,13.0999145,77.5990439,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID003423,13.0118911,77.5692145,Non-corridor,Non-corridor,0.6983333333333334,0,unresolved
FKID003424,13.0155967,77.5632506,Tumkur Road,Tumkur Road,1.0,1,original
FKID003425,12.8496684,77.5757614,Non-corridor,Non-corridor,0.815,0,unresolved
FKID003426,13.0345256,77.5887308,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003427,13.0487923,77.4974299,Non-corridor,Non-corridor,0.7666666666666666,1,unresolved
FKID003428,12.9752696,77.6201123,Old Madras Road,Old Madras Road,1.0,1,original
FKID003429,12.9240089,77.6184611,Hosur Road,Hosur Road,1.0,1,original
FKID003430,13.0390679,77.589309,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003431,12.9856594,77.6443541,Old Madras Road,Old Madras Road,1.0,1,original
FKID003432,13.0345101,77.5886771,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003433,12.9640323,77.5830801,Mysore Road,Mysore Road,1.0,1,original
FKID003434,13.0344889,77.5885486,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003435,13.0155791,77.5632598,Tumkur Road,Tumkur Road,1.0,1,original
FKID003436,13.0102318,77.6974368,Non-corridor,ORR East 2,0.9233333333333333,1,predicted
FKID003437,12.9805889,77.5730379,Non-corridor,Non-corridor,0.7433333333333334,1,unresolved
FKID003438,12.9764463,77.7398826,Non-corridor,Non-corridor,0.9033333333333333,0,unresolved
FKID003439,13.003447,77.7570511,Non-corridor,Non-corridor,0.8583333333333334,0,unresolved
FKID003440,13.0143227,77.7004163,Non-corridor,ORR East 2,0.9183333333333333,1,predicted
FKID003441,12.9649206,77.597051,Mysore Road,Mysore Road,1.0,1,original
FKID003442,12.9996339,77.5843205,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003443,13.0217837,77.5326429,Non-corridor,Tumkur Road,1.0,1,predicted
FKID003444,13.016874,77.5609665,Tumkur Road,Tumkur Road,1.0,1,original
FKID003445,12.9943026,77.757433,Non-corridor,Non-corridor,0.8933333333333333,0,unresolved
FKID003446,12.8415683,77.644615,Non-corridor,Hosur Road,0.8986239190672644,1,predicted
FKID003447,12.91661104,77.62995423,ORR East 1,ORR East 1,1.0,1,original
FKID003448,12.9729058,77.602576,Mysore Road,Mysore Road,1.0,1,original
FKID003449,13.0265852,77.6366914,ORR North 1,ORR North 1,1.0,1,original
FKID003450,13.0037413,77.7569761,Non-corridor,Non-corridor,0.8516666666666667,0,unresolved
FKID003451,12.9699546,77.4967523,Non-corridor,Non-corridor,0.6292423758514863,0,unresolved
FKID003452,12.9604985,77.5041501,Non-corridor,Non-corridor,0.5015023060532863,0,unresolved
FKID003453,12.86899116,77.50451447,Non-corridor,Non-corridor,0.7623541129629123,1,unresolved
FKID003454,12.9469274,77.5691881,Non-corridor,Non-corridor,0.7933333333333333,1,unresolved
FKID003455,12.9712033,77.594185,Mysore Road,Mysore Road,1.0,1,original
FKID003456,13.0289757,77.5586268,Non-corridor,Tumkur Road,0.985,1,predicted
FKID003457,12.91670965,77.62994607,ORR East 1,ORR East 1,1.0,1,original
FKID003458,12.9592717,77.6556783,Old Airport Road,Old Airport Road,1.0,1,original
FKID003459,12.9570521,77.5742822,Non-corridor,Mysore Road,0.9983333333333333,1,predicted
FKID003460,12.9606801,77.5571296,Mysore Road,Mysore Road,1.0,1,original
FKID003461,13.018784,77.6568486,ORR North 1,ORR North 1,1.0,1,original
FKID003462,13.0066993,77.5929994,Non-corridor,Non-corridor,0.7133333333333334,1,unresolved
FKID003463,13.043905,77.5573633,ORR North 2,ORR North 2,1.0,1,original
FKID003464,13.0354439,77.5413416,ORR North 2,ORR North 2,1.0,1,original
FKID003465,13.0581665,77.5462351,Non-corridor,ORR North 2,0.95,1,predicted
FKID003466,13.0184753,77.6569857,ORR North 1,ORR North 1,1.0,1,original
FKID003467,13.00725,77.58399,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003468,12.9921469,77.5853902,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003469,13.0397501,77.5435557,ORR North 2,ORR North 2,1.0,1,original
FKID003470,12.887253,77.7386073,Non-corridor,Non-corridor,0.7033333333333334,1,unresolved
FKID003471,12.8872823,77.7385986,Non-corridor,Non-corridor,0.7033333333333334,1,unresolved
FKID003472,13.0356336,77.5413662,ORR North 2,ORR North 2,1.0,1,original
FKID003473,12.9389616,77.7474019,Non-corridor,Non-corridor,0.755,0,unresolved
FKID003474,12.9525274,77.541373,Mysore Road,Mysore Road,1.0,1,original
FKID003475,13.0503354,77.493171,Non-corridor,Non-corridor,0.765,1,unresolved
FKID003476,12.958377,77.5550049,Mysore Road,Mysore Road,1.0,1,original
FKID003477,12.9773762,77.6086674,Old Madras Road,Old Madras Road,1.0,1,original
FKID003478,12.9275049,77.6214034,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID003479,13.0597614,77.6330659,Hennur Main Road,Hennur Main Road,1.0,1,original
FKID003480,12.86229155,77.51715234,Non-corridor,Non-corridor,0.6650743626791761,1,unresolved
FKID003481,12.93861,77.52219,Mysore Road,Mysore Road,1.0,1,original
FKID003482,13.0580152,77.5934219,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003483,12.9524426,77.6053748,Hosur Road,Hosur Road,1.0,1,original
FKID003484,12.9702655,77.6411052,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID003485,12.9363582,77.703834,Non-corridor,Non-corridor,0.7583333333333333,1,unresolved
FKID003486,12.9781425,77.5648766,Magadi Road,Magadi Road,1.0,1,original
FKID003487,12.987822,77.5770508,Non-corridor,Non-corridor,0.7566666666666666,1,unresolved
FKID003488,12.9394579,77.5231551,Mysore Road,Mysore Road,1.0,1,original
FKID003489,12.9676337,77.6000244,Mysore Road,Mysore Road,1.0,1,original
FKID003490,12.9457522,77.5956883,Non-corridor,Non-corridor,0.49175322608317634,0,unresolved
FKID003491,13.0411932,77.5897473,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003492,13.0418287,77.5963139,ORR North 1,ORR North 1,1.0,1,original
FKID003493,13.0278942,77.5418886,Tumkur Road,Tumkur Road,1.0,1,original
FKID003494,13.0450553,77.5075318,Tumkur Road,Tumkur Road,1.0,1,original
FKID003495,12.9259772,77.54924,ORR West 1,ORR West 1,1.0,1,original
FKID003496,12.9383578,77.7469918,Non-corridor,Non-corridor,0.755,0,unresolved
FKID003497,13.1061381,77.600163,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID003498,12.9274974,77.6213278,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID003499,13.0427386,77.5506686,ORR North 2,ORR North 2,1.0,1,original
FKID003500,13.0102333,77.6975197,Non-corridor,ORR East 2,0.9233333333333333,1,predicted
FKID003501,13.0069151,77.5838779,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003502,13.1036925,77.6006049,Bellary Road 2,Bellary Road 2,1.0,1,original
FKID003503,13.0523756,77.4870906,Non-corridor,Non-corridor,0.7566666666666666,1,unresolved
FKID003504,12.965048,77.7022521,ORR East 2,ORR East 2,1.0,1,original
FKID003505,12.9591144,77.6574092,Old Airport Road,Old Airport Road,1.0,1,original
FKID003506,12.91943439,77.54213863,Non-corridor,ORR West 1,0.9816666666666667,1,predicted
FKID003507,12.9458182,77.5953985,Non-corridor,Non-corridor,0.47545552752017,0,unresolved
FKID003508,13.0631884,77.4579755,Non-corridor,Non-corridor,0.655,1,unresolved
FKID003509,12.9872127,77.5498704,West of Chord Road,West of Chord Road,1.0,1,original
FKID003510,12.928608,77.6816848,ORR East 1,ORR East 1,1.0,1,original
FKID003511,12.9153846,77.6384335,ORR East 1,ORR East 1,1.0,1,original
FKID003512,13.0030338,77.6799222,ORR East 2,ORR East 2,1.0,1,original
FKID003513,13.0030338,77.6799222,ORR East 2,ORR East 2,1.0,1,original
FKID003514,12.9536622,77.5423104,Mysore Road,Mysore Road,1.0,1,original
FKID003515,13.0663452,77.4518169,Non-corridor,Non-corridor,0.655,1,unresolved
FKID003516,12.9496281,77.5971417,Non-corridor,Non-corridor,0.6461830084558515,0,unresolved
FKID003517,13.0086926,77.5270187,Non-corridor,Non-corridor,0.5552964399564592,0,unresolved
FKID003518,12.9592974,77.6546997,Old Airport Road,Old Airport Road,1.0,1,original
FKID003519,12.9777328,77.5455,Magadi Road,Magadi Road,1.0,1,original
FKID003520,12.9517162,77.5401593,West of Chord Road,West of Chord Road,1.0,1,original
FKID003521,12.9743175,77.6411225,IRR(Thanisandra road),IRR(Thanisandra road),1.0,1,original
FKID003522,12.9495648,77.5368611,Mysore Road,Mysore Road,1.0,1,original
FKID003523,12.9558613,77.7127156,Varthur Road,Varthur Road,1.0,1,original
FKID003524,12.974155,77.5511733,West of Chord Road,West of Chord Road,1.0,1,original
FKID003525,12.9286815,77.6817101,ORR East 1,ORR East 1,1.0,1,original
FKID003526,12.9934067,77.59555,Non-corridor,Non-corridor,0.5959408300924147,0,unresolved
FKID003527,13.0983325,77.5904647,Non-corridor,Non-corridor,0.7407259622729547,1,unresolved
FKID003528,12.9795039,77.5397421,Magadi Road,Magadi Road,1.0,1,original
FKID003529,12.9320917,77.6872483,ORR East 1,ORR East 1,1.0,1,original
FKID003530,12.9994323,77.5839257,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003531,12.9974507,77.6698174,ORR North 1,ORR North 1,1.0,1,original
FKID003532,12.9425534,77.7481214,Non-corridor,Non-corridor,0.755,0,unresolved
FKID003533,13.0134021,77.6265131,Airport New South Road,Airport New South Road,1.0,1,original
FKID003534,13.0420783,77.5158902,Tumkur Road,Tumkur Road,1.0,1,original
FKID003535,13.0092094,77.5838479,Bellary Road 1,Bellary Road 1,1.0,1,original
FKID003536,12.90927,77.62768,Hosur Road,Hosur Road,1.0,1,original
